    0  1  0  0.000    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.500

  7 13  0  0   2
    1  0  0  0.000    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.000

  7 14  0  0   2
    1  0  0  0.000    1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.500

  7 15  0  0   2
    1  0  0  0.000    1  0  0  0.000
    0  1  0  0.000    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000

  7 16  0  0   2
    1  0  0  0.000    1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0 -1  0.000

  7 17  0  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0  1  0.500

  7 18  0  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.000

  8  1  0  6   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.000    0  0  1  0.000

  8  2  0  4   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.000    1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  8  3  0  4   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.000    1  0  0  0.000
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  8  4  0  5   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  8  5  0  5   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  8  6  0  6   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.000    0  0  1  0.000

  8  7  0  4   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.000    1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  8  8  0  6   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.000    0  0  1  0.000

  8  9  0  5   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  8 10  0  4   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.000    1  0  0  0.000
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  8 11  0  6   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.000    0  0  1  0.000

  8 12  0  5   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  8 13  0 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  8 14  0 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  8 15  0 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  8 16  0 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  8 17  0 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  8 18  0 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  9  1  0  6   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.500    0  0  1  0.000    0  0  1  0.500

  9  2  0  4   4
    1  0  0  0.000    1  0  0  0.500    1  0  0  0.000    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  9  3  0  4   4
    1  0  0  0.000    1  0  0  0.500    1  0  0  0.000    1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  9  4  0  5   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0  1  0  0.500    0  1  0  0.000    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  9  5  0  5   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.500    0  1  0  0.000    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  9  6  0  6   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.500    0  0  1  0.000    0  0  1  0.500

  9  7  0  4   4
    1  0  0  0.000    1  0  0  0.500    1  0  0  0.000    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500    0  0  1  0.000

  9  8  0  6   4
    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500    1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.500    0  0  1  0.000    0  0  1  0.500

  9  9  0  5   4
    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500    1  0  0  0.000
    0  1  0  0.000    0  1  0  0.500    0  1  0  0.000    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  9 10  0  4   4
    1  0  0  0.000    1  0  0  0.500    1  0  0  0.000    1  0  0  0.500
    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500    0  1  0  0.000
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  9 11  0  6   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500    0  1  0  0.000
    0  0  1  0.000    0  0  1  0.500    0  0  1  0.000    0  0  1  0.500

  9 12  0  5   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.500    0  1  0  0.000    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500    0  0  1  0.000

  9 13  0 13   4
    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500    1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

  9 14  0 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500    0  0  1  0.000

  9 15  0 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500    0  1  0  0.000
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  9 16  0 13   4
    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500    1  0  0  0.000
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

  9 17  0 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500    0  0  1  0.000

  9 18  0 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500    0  1  0  0.000
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

 10  1  1  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0 -1  0.000

 10  2  1  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0 -1  0.000

 10  3  1  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.000

 10  4  1  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.000

 10  5  1  0   2
    1  0  0  0.000    1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0 -1  0.000

 10  6  1  0   2
    1  0  0  0.000    1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0 -1  0.000

 11  1  1  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000

 11  2  1  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000

 11  3  1  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.500

 11  4  1  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.500

 11  5  1  0   2
    1  0  0  0.000    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0 -1  0.000

 11  6  1  0   2
    1  0  0  0.000    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0 -1  0.000

 12  1  1  6   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.000    0  0 -1  0.000

 12  2  1  4   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

 12  3  1  4   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

 12  4  1  5   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

 12  5  1  5   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

 12  6  1  6   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.000    0  0 -1  0.000

 12  7  1  4   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

 12  8  1  6   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.000    0  0 -1  0.000

 12  9  1  5   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

 12 10  1  4   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

 12 11  1  6   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.000    0  0 -1  0.000

 12 12  1  5   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

 12 13  1 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

 12 14  1 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000    0  1  0  0.500    0  1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

 12 15  1 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

 12 16  1 13   4
    1  0  0  0.000   -1  0  0  0.000    1  0  0  0.500   -1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0  1  0.000    0  0  1  0.500    0  0  1  0.500

 12 17  1 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

 12 18  1 13   4
    1  0  0  0.000    1  0  0  0.000    1  0  0  0.500    1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000    0  1  0  0.500    0 -1  0  0.500
    0  0  1  0.000    0  0 -1  0.000    0  0  1  0.500    0  0 -1  0.500

 13  1  1  0   2
    1  0  0  0.000   -1  0  0  0.000
    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0 -1  0.500

 13  2  1  0   2
    1  0  0  0.000   -1  0  0  0.500
    0  1  0  0.000    0  1  0  0.000
    0  0  1  0.000    0  0 -1  0.000

 13  3  1  0   2
    1  0  0  0.000   -1  0  0  0.500
    0  1  0  0.000    0 -1  0  0.000
    0  0  1  0.000    0  0  1  0.000

 13  4  1  0   2
    1  0  0  0.000   -1  0  0  0.000
